ILMN_1762337,Gene_1
ILMN_1748290,Gene_9681
ILMN_1814967,Gene_9682
ILMN_1811608,Gene_9683
ILMN_1763745,Gene_9684
ILMN_1743483,Gene_9685
ILMN_1697491,Gene_9686
ILMN_1699275,Gene_9687
ILMN_1664701,Gene_9688
ILMN_2114894,Gene_9689
ILMN_1709725,Gene_9690
ILMN_1745554,Gene_9691
ILMN_1762506,Gene_9692
ILMN_2120507,Gene_9693
ILMN_1797406,Gene_9694
ILMN_1765773,Gene_9695
ILMN_2053377,Gene_9696
ILMN_2184575,Gene_9697
ILMN_1754114,Gene_9698
ILMN_1814622,Gene_9699
ILMN_2179915,Gene_9700
ILMN_1719386,Gene_9701
ILMN_1716907,Gene_9702
ILMN_1689046,Gene_9703
ILMN_1658427,Gene_9704
ILMN_1757978,Gene_9705
ILMN_1656615,Gene_9706
ILMN_1775188,Gene_9707
ILMN_1666753,Gene_9708
ILMN_1737402,Gene_9709
ILMN_1727226,Gene_9710
ILMN_1811181,Gene_9711
ILMN_1771144,Gene_9712
ILMN_1723210,Gene_9713
ILMN_1702757,Gene_9714
ILMN_1778144,Gene_9715
ILMN_1667087,Gene_9716
ILMN_1805147,Gene_9717
ILMN_1706558,Gene_9718
ILMN_1778318,Gene_9719
ILMN_1790197,Gene_9720
ILMN_1692464,Gene_9721
ILMN_1779702,Gene_9722
ILMN_1763663,Gene_9723
ILMN_1668752,Gene_9724
ILMN_1711928,Gene_9725
ILMN_1652701,Gene_9726
ILMN_2180885,Gene_9727
ILMN_1770102,Gene_9728
ILMN_1655196,Gene_9729
ILMN_1672800,Gene_9730
ILMN_1778510,Gene_9731
ILMN_1815366,Gene_9732
ILMN_1677038,Gene_9733
ILMN_1765636,Gene_9734
ILMN_2387471,Gene_9735
ILMN_1665289,Gene_9736
ILMN_1672982,Gene_9737
ILMN_1728115,Gene_9738
ILMN_1685465,Gene_9739
ILMN_1705207,Gene_9740
ILMN_1700098,Gene_9741
ILMN_1656149,Gene_9742
ILMN_1702866,Gene_9743
ILMN_1707286,Gene_9744
ILMN_2150802,Gene_9745
ILMN_1696243,Gene_9746
ILMN_1670317,Gene_9747
ILMN_1806305,Gene_9748
ILMN_1684155,Gene_9749
ILMN_1706699,Gene_9750
ILMN_1716546,Gene_9751
ILMN_1809817,Gene_9752
ILMN_2144162,Gene_9753
ILMN_1711060,Gene_9754
ILMN_1751587,Gene_9755
ILMN_1791658,Gene_9756
ILMN_1804175,Gene_9757
ILMN_1656250,Gene_9758
ILMN_1661004,Gene_9759
ILMN_1655498,Gene_9760
ILMN_1789807,Gene_9761
ILMN_1710829,Gene_9762
ILMN_1700068,Gene_9763
ILMN_1665260,Gene_9764
ILMN_1716729,Gene_9765
ILMN_1732860,Gene_9766
ILMN_1797409,Gene_9767
ILMN_1720004,Gene_9768
ILMN_1815114,Gene_9769
ILMN_1726048,Gene_9770
ILMN_1760430,Gene_9771
ILMN_1705466,Gene_9772
ILMN_1724966,Gene_9773
ILMN_1726041,Gene_9774
ILMN_1686712,Gene_9775
ILMN_1745684,Gene_9776
ILMN_1745695,Gene_9777
ILMN_1711772,Gene_9778
ILMN_1788833,Gene_9779
ILMN_1668152,Gene_9780
ILMN_1799872,Gene_9781
ILMN_1673270,Gene_9782
ILMN_1719209,Gene_9783
ILMN_1654108,Gene_9784
ILMN_1787100,Gene_9785
ILMN_2113728,Gene_9786
ILMN_1812549,Gene_9787
ILMN_1655136,Gene_9788
ILMN_1743256,Gene_9789
ILMN_1791162,Gene_9790
ILMN_1723834,Gene_9791
ILMN_1756918,Gene_9792
ILMN_1671331,Gene_9793
ILMN_1780637,Gene_9794
ILMN_1768646,Gene_9795
ILMN_1794510,Gene_9796
ILMN_1657603,Gene_9797
ILMN_1722609,Gene_9798
ILMN_1751897,Gene_9799
ILMN_1660007,Gene_9800
ILMN_1792191,Gene_9801
ILMN_1736479,Gene_9802
ILMN_2109536,Gene_9803
ILMN_1766316,Gene_9804
ILMN_1728889,Gene_9805
ILMN_2135456,Gene_9806
ILMN_1652243,Gene_9807
ILMN_1776826,Gene_9808
ILMN_1716991,Gene_9809
ILMN_1762018,Gene_9810
ILMN_1784879,Gene_9811
ILMN_1664563,Gene_9812
ILMN_1692874,Gene_9813
ILMN_1755635,Gene_9814
ILMN_1838357,Gene_9815
ILMN_1717029,Gene_9816
ILMN_1746472,Gene_9817
ILMN_1773383,Gene_9818
ILMN_1671366,Gene_9819
ILMN_1674795,Gene_9820
ILMN_1737878,Gene_9821
ILMN_1798911,Gene_9822
ILMN_1675437,Gene_9823
ILMN_1676435,Gene_9824
ILMN_1691212,Gene_9825
ILMN_1653615,Gene_9826
ILMN_1678705,Gene_9827
ILMN_1763891,Gene_9828
ILMN_1806862,Gene_9829
ILMN_1800246,Gene_9830
ILMN_1738738,Gene_9831
ILMN_1778408,Gene_9832
ILMN_1668671,Gene_9833
ILMN_1726856,Gene_9834
ILMN_1788008,Gene_9835
ILMN_1730351,Gene_9836
ILMN_1685640,Gene_9837
ILMN_2163187,Gene_9838
ILMN_1757380,Gene_9839
ILMN_1777040,Gene_9840
ILMN_1768434,Gene_9841
ILMN_1781225,Gene_9842
ILMN_1805011,Gene_9843
ILMN_1673642,Gene_9844
ILMN_2085339,Gene_9845
ILMN_1768919,Gene_9846
ILMN_1697634,Gene_9847
ILMN_1691966,Gene_9848
ILMN_1675792,Gene_9849
ILMN_1696029,Gene_9850
ILMN_1691194,Gene_9851
ILMN_1672818,Gene_9852
ILMN_1718770,Gene_9853
ILMN_1668736,Gene_9854
ILMN_1735905,Gene_9855
ILMN_1696193,Gene_9856
ILMN_1659333,Gene_9857
ILMN_1690843,Gene_9858
ILMN_2162496,Gene_9859
ILMN_1708686,Gene_9860
ILMN_1910334,Gene_9861
ILMN_1722825,Gene_9862
ILMN_1651259,Gene_9863
ILMN_1717265,Gene_9864
ILMN_1727099,Gene_9865
ILMN_1809167,Gene_9866
ILMN_1723320,Gene_9867
ILMN_1771618,Gene_9868
ILMN_1769571,Gene_9869
ILMN_1674116,Gene_9870
ILMN_1654458,Gene_9871
ILMN_1786064,Gene_9872
ILMN_2122153,Gene_9873
ILMN_1656266,Gene_9874
ILMN_1739404,Gene_9875
ILMN_1670886,Gene_9876
ILMN_2189859,Gene_9877
ILMN_1771320,Gene_9878
ILMN_1782381,Gene_9879
ILMN_1772626,Gene_9880
ILMN_1700307,Gene_9881
ILMN_1668657,Gene_9882
ILMN_2378404,Gene_9883
ILMN_1692595,Gene_9884
ILMN_1694168,Gene_9885
ILMN_1803559,Gene_9886
ILMN_1769704,Gene_9887
ILMN_1662744,Gene_9888
ILMN_1790412,Gene_9889
ILMN_1666633,Gene_9890
ILMN_1771696,Gene_9891
ILMN_1772185,Gene_9892
ILMN_1731832,Gene_9893
ILMN_1653369,Gene_9894
ILMN_1750288,Gene_9895
ILMN_1750051,Gene_9896
ILMN_2162454,Gene_9897
ILMN_1701624,Gene_9898
ILMN_1740620,Gene_9899
ILMN_1687850,Gene_9900
ILMN_1713650,Gene_9901
ILMN_1803357,Gene_9902
ILMN_1800914,Gene_9903
ILMN_2194980,Gene_9904
ILMN_1664364,Gene_9905
ILMN_1707318,Gene_9906
ILMN_2284930,Gene_9907
ILMN_1670805,Gene_9908
ILMN_1709738,Gene_9909
ILMN_1787540,Gene_9910
ILMN_1713676,Gene_9911
ILMN_1746695,Gene_9912
ILMN_1736217,Gene_9913
ILMN_1764029,Gene_9914
ILMN_1689807,Gene_9915
ILMN_2129102,Gene_9916
ILMN_1690532,Gene_9917
ILMN_2041222,Gene_9918
ILMN_1722537,Gene_9919
ILMN_1809892,Gene_9920
ILMN_1740818,Gene_9921
ILMN_1778202,Gene_9922
ILMN_1745860,Gene_9923
ILMN_1709006,Gene_9924
ILMN_1722632,Gene_9925
ILMN_1694458,Gene_9926
ILMN_1813427,Gene_9927
ILMN_1701286,Gene_9928
ILMN_1655489,Gene_9929
ILMN_1759649,Gene_9930
ILMN_1783743,Gene_9931
ILMN_1794611,Gene_9932
ILMN_1795300,Gene_9933
ILMN_1702812,Gene_9934
ILMN_1652178,Gene_9935
ILMN_1713983,Gene_9936
ILMN_1663052,Gene_9937
ILMN_2150049,Gene_9938
ILMN_1749266,Gene_9939
ILMN_1789531,Gene_9940
ILMN_2167961,Gene_9941
ILMN_1747084,Gene_9942
ILMN_1748952,Gene_9943
ILMN_1703579,Gene_9944
ILMN_2140455,Gene_9945
ILMN_1697691,Gene_9946
ILMN_1727065,Gene_9947
ILMN_1674060,Gene_9948
ILMN_1705921,Gene_9949
ILMN_1676077,Gene_9950
ILMN_1770269,Gene_9951
ILMN_1657378,Gene_9952
ILMN_1732000,Gene_9953
ILMN_2067334,Gene_9954
ILMN_1732143,Gene_9955
ILMN_1674044,Gene_9956
ILMN_1783840,Gene_9957
ILMN_2123450,Gene_9958
ILMN_1696554,Gene_9959
ILMN_1769540,Gene_9960
ILMN_1794233,Gene_9961
ILMN_1717726,Gene_9962
ILMN_2123683,Gene_9963
ILMN_2177823,Gene_9964
ILMN_1676321,Gene_9965
ILMN_1659980,Gene_9966
ILMN_1698060,Gene_9967
ILMN_1663010,Gene_9968
ILMN_1662091,Gene_9969
ILMN_1729824,Gene_9970
ILMN_1746292,Gene_9971
ILMN_1731556,Gene_9972
ILMN_1656779,Gene_9973
ILMN_1718657,Gene_9974
ILMN_1688020,Gene_9975
ILMN_1741157,Gene_9976
ILMN_1702613,Gene_9977
ILMN_1763975,Gene_9978
ILMN_1709900,Gene_9979
ILMN_1688721,Gene_9980
ILMN_2055925,Gene_9981
ILMN_1671981,Gene_9982
ILMN_1708941,Gene_9983
ILMN_2230162,Gene_9984
ILMN_1807691,Gene_9985
ILMN_1778320,Gene_9986
ILMN_1770065,Gene_9987
ILMN_1721558,Gene_9988
ILMN_1674559,Gene_9989
ILMN_1789902,Gene_9990
ILMN_1914156,Gene_9991
ILMN_1733037,Gene_9992
ILMN_1682256,Gene_9993
ILMN_1773735,Gene_9994
ILMN_1775570,Gene_9995
ILMN_1686781,Gene_9996
ILMN_1727670,Gene_9997
ILMN_1664351,Gene_9998
ILMN_1694359,Gene_9999
ILMN_1671997,Gene_10000
ILMN_1709607,Gene_10001
ILMN_1675335,Gene_10002
ILMN_2170643,Gene_10003
ILMN_1774211,Gene_10004
ILMN_1754132,Gene_10005
ILMN_1808018,Gene_10006
ILMN_1807464,Gene_10007
ILMN_1779497,Gene_10008
ILMN_1764619,Gene_10009
ILMN_1807093,Gene_10010
ILMN_1665778,Gene_10011
ILMN_2149952,Gene_10012
ILMN_1695618,Gene_10013
ILMN_1680388,Gene_10014
ILMN_1675282,Gene_10015
ILMN_2187899,Gene_10016
ILMN_1702241,Gene_10017
ILMN_2131022,Gene_10018
ILMN_1732584,Gene_10019
ILMN_2121848,Gene_10020
ILMN_1701645,Gene_10021
ILMN_1701629,Gene_10022
ILMN_1699216,Gene_10023
ILMN_1774335,Gene_10024
ILMN_1797431,Gene_10025
ILMN_2131528,Gene_10026
ILMN_2150708,Gene_10027
ILMN_1784492,Gene_10028
ILMN_2121848,Gene_10031
ILMN_1701645,Gene_10031
ILMN_1701629,Gene_10031
ILMN_1699216,Gene_10031
ILMN_1774335,Gene_10031
ILMN_1797431,Gene_10031
ILMN_2131528,Gene_10031
ILMN_2150708,Gene_10031
ILMN_1784492,Gene_10031
ILMN_2179967,Gene_10029
ILMN_1679767,Gene_10030
ILMN_1777312,Gene_10031
ILMN_1699072,Gene_10032
ILMN_1786559,Gene_10033
ILMN_1684193,Gene_10034
ILMN_1774288,Gene_10035
ILMN_1695254,Gene_10036
ILMN_1732267,Gene_10037
ILMN_1768430,Gene_10038
ILMN_1731326,Gene_10039
ILMN_1696852,Gene_10040
ILMN_1772848,Gene_10041
ILMN_1675304,Gene_10042
ILMN_1791596,Gene_10043
ILMN_1661303,Gene_10044
ILMN_2194852,Gene_10045
ILMN_1698769,Gene_10046
ILMN_2233438,Gene_10047
ILMN_2107344,Gene_10048
ILMN_1702164,Gene_10049
ILMN_1675304,Gene_10053
ILMN_1791596,Gene_10053
ILMN_1661303,Gene_10053
ILMN_2194852,Gene_10053
ILMN_1698769,Gene_10053
ILMN_2233438,Gene_10053
ILMN_2107344,Gene_10053
ILMN_1702164,Gene_10053
ILMN_1719635,Gene_10050
ILMN_1717717,Gene_10051
ILMN_1807007,Gene_10052
ILMN_1709314,Gene_10053
ILMN_1727916,Gene_10054
ILMN_1670215,Gene_10055
ILMN_1770385,Gene_10056
ILMN_1773553,Gene_10057
ILMN_1795567,Gene_10058
ILMN_1751351,Gene_10059
ILMN_1789048,Gene_10060
ILMN_1731912,Gene_10061
ILMN_1810159,Gene_10062
ILMN_1664926,Gene_10063
ILMN_1758642,Gene_10064
ILMN_1687335,Gene_10065
ILMN_1664922,Gene_10066
ILMN_1715748,Gene_10067
ILMN_1661439,Gene_10068
ILMN_1726222,Gene_10069
ILMN_1685056,Gene_10070
ILMN_1769615,Gene_10071
ILMN_1805665,Gene_10072
ILMN_1782750,Gene_10073
ILMN_1752307,Gene_10074
ILMN_1766363,Gene_10075
ILMN_2091412,Gene_10076
ILMN_1794741,Gene_10077
ILMN_2390427,Gene_10078
ILMN_1741673,Gene_10079
ILMN_1661596,Gene_10080
ILMN_2204876,Gene_10081
ILMN_1656792,Gene_10082
ILMN_1690035,Gene_10083
ILMN_1805796,Gene_10084
ILMN_1764795,Gene_10085
ILMN_1782748,Gene_10086
ILMN_1710116,Gene_10087
ILMN_1730491,Gene_10088
ILMN_2395214,Gene_10089
ILMN_1692678,Gene_10090
ILMN_1657955,Gene_10091
ILMN_1684401,Gene_10092
ILMN_1732158,Gene_10093
ILMN_2344283,Gene_10094
ILMN_1808657,Gene_10095
ILMN_1677885,Gene_10096
ILMN_1811632,Gene_10097
ILMN_2078124,Gene_10098
ILMN_1672564,Gene_10099
ILMN_1771544,Gene_10100
ILMN_1789639,Gene_10101
ILMN_1732158,Gene_10105
ILMN_2344283,Gene_10105
ILMN_1808657,Gene_10105
ILMN_1677885,Gene_10105
ILMN_1811632,Gene_10105
ILMN_2078124,Gene_10105
ILMN_1672564,Gene_10105
ILMN_1771544,Gene_10105
ILMN_1666097,Gene_10102
ILMN_1657141,Gene_10103
ILMN_1778237,Gene_10104
ILMN_1675646,Gene_10105
ILMN_2366463,Gene_10106
ILMN_1801588,Gene_10107
ILMN_1652333,Gene_10108
ILMN_1797342,Gene_10109
ILMN_1809895,Gene_10110
ILMN_1754600,Gene_10111
ILMN_2108938,Gene_10112
ILMN_1734653,Gene_10113
ILMN_2163873,Gene_10114
ILMN_2362581,Gene_10115
ILMN_2269380,Gene_10116
ILMN_1705111,Gene_10117
ILMN_1663032,Gene_10118
ILMN_1761084,Gene_10119
ILMN_1742179,Gene_10120
ILMN_1682221,Gene_10121
ILMN_1796523,Gene_10122
ILMN_1737343,Gene_10123
ILMN_1746494,Gene_10124
ILMN_2374191,Gene_10125
ILMN_1721704,Gene_10126
ILMN_1728517,Gene_10127
ILMN_1681651,Gene_10128
ILMN_1735115,Gene_10129
ILMN_1677866,Gene_10130
ILMN_1661733,Gene_10131
ILMN_1712582,Gene_10132
ILMN_2346339,Gene_10133
ILMN_1698608,Gene_10134
ILMN_1745963,Gene_10135
ILMN_1730454,Gene_10136
ILMN_2279217,Gene_10137
ILMN_1665902,Gene_10138
ILMN_1669523,Gene_10139
ILMN_1751607,Gene_10140
ILMN_1771841,Gene_10141
ILMN_1725175,Gene_10142
ILMN_1766650,Gene_10143
ILMN_1763712,Gene_10144
ILMN_2279217,Gene_10150
ILMN_1665902,Gene_10150
ILMN_1669523,Gene_10150
ILMN_1751607,Gene_10150
ILMN_1771841,Gene_10150
ILMN_1725175,Gene_10150
ILMN_1766650,Gene_10150
ILMN_1763712,Gene_10150
ILMN_1678728,Gene_10145
ILMN_1668052,Gene_10146
ILMN_1792733,Gene_10147
ILMN_1799734,Gene_10148
ILMN_2224569,Gene_10149
ILMN_1765014,Gene_10150
ILMN_1738401,Gene_10151
ILMN_1705201,Gene_10152
ILMN_1704418,Gene_10153
ILMN_1789400,Gene_10154
ILMN_1737435,Gene_10155
ILMN_2173524,Gene_10156
ILMN_1786473,Gene_10157
ILMN_1781867,Gene_10158
ILMN_2085441,Gene_10159
ILMN_1705550,Gene_10160
ILMN_1698938,Gene_10161
ILMN_2188390,Gene_10162
ILMN_2093508,Gene_10163
ILMN_1668651,Gene_10164
ILMN_2186925,Gene_10165
ILMN_1719934,Gene_10166
ILMN_1815599,Gene_10167
ILMN_1680973,Gene_10168
ILMN_1674934,Gene_10169
ILMN_2149946,Gene_10170
ILMN_1798808,Gene_10171
ILMN_1736936,Gene_10172
ILMN_1651437,Gene_10173
ILMN_1808388,Gene_10174
ILMN_1802190,Gene_10175
ILMN_1731648,Gene_10176
ILMN_2128668,Gene_10177
ILMN_1812893,Gene_10178
ILMN_2082244,Gene_10179
ILMN_2241317,Gene_10180
ILMN_2310685,Gene_10181
ILMN_1784341,Gene_10182
ILMN_1741692,Gene_10183
ILMN_1714280,Gene_10184
ILMN_1776596,Gene_10185
ILMN_1681456,Gene_10186
ILMN_1796851,Gene_10187
ILMN_2344971,Gene_10188
ILMN_1716400,Gene_10189
ILMN_1666363,Gene_10190
ILMN_1736510,Gene_10191
ILMN_1783954,Gene_10192
ILMN_1796851,Gene_10195
ILMN_2344971,Gene_10195
ILMN_1716400,Gene_10195
ILMN_1666363,Gene_10195
ILMN_1736510,Gene_10195
ILMN_1783954,Gene_10195
ILMN_1665304,Gene_10193
ILMN_1719069,Gene_10194
ILMN_1738816,Gene_10195
ILMN_1844692,Gene_10196
ILMN_1687940,Gene_10197
ILMN_1712515,Gene_10198
ILMN_1681703,Gene_10199
ILMN_1712095,Gene_10200
ILMN_2250923,Gene_10201
ILMN_1682495,Gene_10202
ILMN_1768248,Gene_10203
ILMN_1738179,Gene_10204
ILMN_1695355,Gene_10205
ILMN_2357701,Gene_10206
ILMN_1768049,Gene_10207
ILMN_1773809,Gene_10208
ILMN_2316740,Gene_10209
ILMN_1669046,Gene_10210
ILMN_2298171,Gene_10211
ILMN_1707985,Gene_10212
ILMN_1770460,Gene_10213
ILMN_1685779,Gene_10214
ILMN_1711758,Gene_10215
ILMN_1762312,Gene_10216
ILMN_2130635,Gene_10217
ILMN_1772957,Gene_10218
ILMN_1811790,Gene_10219
ILMN_1713948,Gene_10220
ILMN_1681724,Gene_10221
ILMN_1659576,Gene_10222
ILMN_1727878,Gene_10223
ILMN_2092118,Gene_10224
ILMN_2392569,Gene_10225
ILMN_1740875,Gene_10226
ILMN_2203271,Gene_10227
ILMN_1755405,Gene_10228
ILMN_1769031,Gene_10229
ILMN_1806667,Gene_10230
ILMN_2392569,Gene_10235
ILMN_1740875,Gene_10235
ILMN_2203271,Gene_10235
ILMN_1755405,Gene_10235
ILMN_1769031,Gene_10235
ILMN_1806667,Gene_10235
ILMN_1683453,Gene_10231
ILMN_1672151,Gene_10232
ILMN_1671318,Gene_10233
ILMN_1781416,Gene_10234
ILMN_1736180,Gene_10235
ILMN_1788213,Gene_10236
ILMN_1715452,Gene_10237
ILMN_2091978,Gene_10238
ILMN_1703174,Gene_10239
ILMN_1686928,Gene_10240
ILMN_1756784,Gene_10241
ILMN_1734696,Gene_10242
ILMN_1760475,Gene_10243
ILMN_2182262,Gene_10244
ILMN_1689120,Gene_10245
ILMN_2203266,Gene_10246
ILMN_1727605,Gene_10247
ILMN_1742390,Gene_10248
ILMN_1698725,Gene_10249
ILMN_1678961,Gene_10250
ILMN_1663948,Gene_10251
ILMN_1700143,Gene_10252
ILMN_1746420,Gene_10253
ILMN_1794885,Gene_10254
ILMN_1727592,Gene_10255
ILMN_2330787,Gene_10256
ILMN_1769282,Gene_10257
ILMN_2251759,Gene_10258
ILMN_1792419,Gene_10259
ILMN_1754580,Gene_10260
ILMN_1658081,Gene_10261
ILMN_1660879,Gene_10262
ILMN_2265985,Gene_10263
ILMN_1710203,Gene_10264
ILMN_2356273,Gene_10265
ILMN_1661282,Gene_10266
ILMN_2235531,Gene_10267
ILMN_2274605,Gene_10268
ILMN_2300526,Gene_10269
ILMN_2309733,Gene_10270
ILMN_2283094,Gene_10271
ILMN_1776569,Gene_10272
ILMN_2240811,Gene_10273
ILMN_1739631,Gene_10274
ILMN_1753507,Gene_10275
ILMN_1754018,Gene_10276
ILMN_1735488,Gene_10277
ILMN_2214734,Gene_10278
ILMN_1703222,Gene_10279
ILMN_2335893,Gene_10280
ILMN_2254562,Gene_10281
ILMN_1772605,Gene_10282
ILMN_1678437,Gene_10283
ILMN_2204332,Gene_10284
ILMN_1665024,Gene_10285
ILMN_1747223,Gene_10286
ILMN_1798467,Gene_10287
ILMN_1716246,Gene_10288
ILMN_1711339,Gene_10289
ILMN_2048683,Gene_10290
ILMN_1756721,Gene_10291
ILMN_1808707,Gene_10292
ILMN_2364901,Gene_10293
ILMN_1713247,Gene_10294
ILMN_1716246,Gene_10298
ILMN_1711339,Gene_10298
ILMN_2048683,Gene_10298
ILMN_1756721,Gene_10298
ILMN_1808707,Gene_10298
ILMN_2364901,Gene_10298
ILMN_1713247,Gene_10298
ILMN_1689635,Gene_10295
ILMN_2376980,Gene_10296
ILMN_1694755,Gene_10297
ILMN_1813490,Gene_10298
ILMN_1669450,Gene_10299
ILMN_1733781,Gene_10300
ILMN_1689646,Gene_10301
ILMN_1677572,Gene_10302
ILMN_1679678,Gene_10303
ILMN_1751084,Gene_10304
ILMN_2415393,Gene_10305
ILMN_1718877,Gene_10306
ILMN_1661616,Gene_10307
ILMN_2333449,Gene_10308
ILMN_1716925,Gene_10309
ILMN_1718172,Gene_10310
ILMN_1712896,Gene_10311
ILMN_1700081,Gene_10312
ILMN_2201678,Gene_10313
ILMN_1730670,Gene_10314
ILMN_1712308,Gene_10315
ILMN_1661566,Gene_10316
ILMN_1737981,Gene_10317
ILMN_1663569,Gene_10318
ILMN_1679646,Gene_10319
ILMN_1730670,Gene_10322
ILMN_1712308,Gene_10322
ILMN_1661566,Gene_10322
ILMN_1737981,Gene_10322
ILMN_1663569,Gene_10322
ILMN_1679646,Gene_10322
ILMN_2201678,Gene_10322
ILMN_1683146,Gene_10320
ILMN_2134538,Gene_10321
ILMN_1706013,Gene_10322
ILMN_1750278,Gene_10323
ILMN_2073235,Gene_10324
ILMN_1735439,Gene_10325
ILMN_2091846,Gene_10326
ILMN_1746525,Gene_10327
ILMN_2173835,Gene_10328
ILMN_2234016,Gene_10329
ILMN_1681871,Gene_10330
ILMN_1696911,Gene_10331
ILMN_2233401,Gene_10332
ILMN_1740429,Gene_10333
ILMN_1814823,Gene_10334
ILMN_1702498,Gene_10335
ILMN_2288070,Gene_10336
ILMN_2401822,Gene_10337
ILMN_1802347,Gene_10338
ILMN_2401826,Gene_10339
ILMN_1735918,Gene_10340
ILMN_1815933,Gene_10341
ILMN_1811692,Gene_10342
ILMN_1814573,Gene_10343
ILMN_1776552,Gene_10344
ILMN_2353033,Gene_10345
ILMN_1792190,Gene_10346
ILMN_1752728,Gene_10347
ILMN_2085362,Gene_10348
ILMN_1744914,Gene_10349
ILMN_1704195,Gene_10350
ILMN_1728540,Gene_10351
ILMN_1669118,Gene_10352
ILMN_1790228,Gene_10353
ILMN_2306066,Gene_10354
ILMN_1712894,Gene_10355
ILMN_2163906,Gene_10356
ILMN_1725683,Gene_10357
ILMN_1678862,Gene_10358
ILMN_1794659,Gene_10359
ILMN_1653358,Gene_10360
ILMN_1792072,Gene_10361
ILMN_1773310,Gene_10362
ILMN_2312228,Gene_10363
ILMN_1761275,Gene_10364
ILMN_1724236,Gene_10365
ILMN_1741422,Gene_10366
ILMN_1693152,Gene_10367
ILMN_1878007,Gene_10368
ILMN_1705352,Gene_10369
ILMN_1748836,Gene_10370
ILMN_2154053,Gene_10371
ILMN_2154052,Gene_10372
ILMN_1773850,Gene_10373
ILMN_2342515,Gene_10374
ILMN_1774826,Gene_10375
ILMN_1679640,Gene_10376
ILMN_1704335,Gene_10377
ILMN_2389273,Gene_10378
ILMN_1738699,Gene_10379
ILMN_1764022,Gene_10380
ILMN_2345292,Gene_10381
ILMN_1789463,Gene_10382
ILMN_1781045,Gene_10383
ILMN_1715301,Gene_10384
ILMN_2398572,Gene_10385
ILMN_2289593,Gene_10386
ILMN_1791580,Gene_10387
ILMN_1665372,Gene_10388
ILMN_2376050,Gene_10389
ILMN_1725597,Gene_10390
ILMN_1704286,Gene_10391
ILMN_2235975,Gene_10392
ILMN_2309848,Gene_10393
ILMN_1768812,Gene_10394
ILMN_1786118,Gene_10395
ILMN_2280548,Gene_10396
ILMN_1796537,Gene_10397
ILMN_1709032,Gene_10398
ILMN_1686555,Gene_10399
ILMN_2380801,Gene_10400
ILMN_1781207,Gene_10401
ILMN_1704286,Gene_10404
ILMN_2235975,Gene_10404
ILMN_2309848,Gene_10404
ILMN_1768812,Gene_10404
ILMN_1786118,Gene_10404
ILMN_2280548,Gene_10404
ILMN_1796537,Gene_10404
ILMN_1709032,Gene_10404
ILMN_1686555,Gene_10404
ILMN_2380801,Gene_10404
ILMN_1781207,Gene_10404
ILMN_1683786,Gene_10404
ILMN_2249920,Gene_10402
ILMN_1683786,Gene_10403
ILMN_1670439,Gene_10404
ILMN_2389935,Gene_10405
ILMN_1696546,Gene_10406
ILMN_2222065,Gene_10407
ILMN_2105539,Gene_10408
ILMN_1653711,Gene_10409
ILMN_1703408,Gene_10410
ILMN_1743367,Gene_10411
ILMN_1798971,Gene_10412
ILMN_1659297,Gene_10413
ILMN_2108823,Gene_10414
ILMN_1804351,Gene_10415
ILMN_1729368,Gene_10416
ILMN_1704398,Gene_10417
ILMN_1753207,Gene_10418
ILMN_1691846,Gene_10419
ILMN_2344455,Gene_10420
ILMN_2357809,Gene_10421
ILMN_1759622,Gene_10422
ILMN_2381753,Gene_10423
ILMN_2381758,Gene_10424
ILMN_1720422,Gene_10425
ILMN_1738414,Gene_10426
ILMN_2079890,Gene_10427
ILMN_2394421,Gene_10428
ILMN_2287257,Gene_10429
ILMN_1661703,Gene_10430
ILMN_2127477,Gene_10431
ILMN_1697559,Gene_10432
ILMN_2347949,Gene_10433
ILMN_2261122,Gene_10434
ILMN_2410783,Gene_10435
ILMN_1765801,Gene_10436
ILMN_1666910,Gene_10437
ILMN_2405534,Gene_10438
ILMN_2127477,Gene_10441
ILMN_1697559,Gene_10441
ILMN_2347949,Gene_10441
ILMN_2261122,Gene_10441
ILMN_2410783,Gene_10441
ILMN_1765801,Gene_10441
ILMN_1666910,Gene_10441
ILMN_2405534,Gene_10441
ILMN_1781672,Gene_10439
ILMN_1665964,Gene_10440
ILMN_1815758,Gene_10441
ILMN_1728746,Gene_10442
ILMN_1805979,Gene_10443
ILMN_1716182,Gene_10444
ILMN_2050109,Gene_10445
ILMN_2151281,Gene_10446
ILMN_2046315,Gene_10447
ILMN_1796458,Gene_10448
ILMN_2395373,Gene_10449
ILMN_1658965,Gene_10450
ILMN_2395375,Gene_10451
ILMN_1660718,Gene_10452
ILMN_1750029,Gene_10453
ILMN_2175562,Gene_10454
ILMN_1682403,Gene_10455
ILMN_1685881,Gene_10456
ILMN_1685239,Gene_10457
ILMN_1683173,Gene_10458
ILMN_1882938,Gene_10459
ILMN_2161007,Gene_10460
ILMN_1668713,Gene_10461
ILMN_2331701,Gene_10462
ILMN_1761147,Gene_10463
ILMN_1802633,Gene_10464
ILMN_1659678,Gene_10465
ILMN_1715551,Gene_10466
ILMN_1801408,Gene_10467
ILMN_1707571,Gene_10468
ILMN_2215730,Gene_10469
ILMN_1798681,Gene_10470
ILMN_2159730,Gene_10471
ILMN_1667362,Gene_10472
ILMN_1798046,Gene_10473
ILMN_1687090,Gene_10474
ILMN_1767503,Gene_10475
