hsa-let-7a-1,Gene_1
hsa-mir-4801,Gene_2968
hsa-mir-4802,Gene_2969
hsa-mir-4803,Gene_2970
hsa-mir-4804,Gene_2971
hsa-mir-483,Gene_2972
hsa-mir-484,Gene_2973
hsa-mir-485,Gene_2974
hsa-mir-486-1,Gene_2975
hsa-mir-486-2,Gene_2976
hsa-mir-487a,Gene_2977
hsa-mir-487b,Gene_2978
hsa-mir-488,Gene_2979
hsa-mir-489,Gene_2980
hsa-mir-490,Gene_2981
hsa-mir-491,Gene_2982
hsa-mir-492,Gene_2983
hsa-mir-493,Gene_2984
hsa-mir-494,Gene_2985
hsa-mir-495,Gene_2986
hsa-mir-496,Gene_2987
hsa-mir-497,Gene_2988
hsa-mir-498,Gene_2989
hsa-mir-4999,Gene_2990
hsa-mir-499a,Gene_2991
hsa-mir-499b,Gene_2992
hsa-mir-5000,Gene_2993
hsa-mir-5001,Gene_2994
hsa-mir-5002,Gene_2995
hsa-mir-5003,Gene_2996
hsa-mir-5004,Gene_2997
hsa-mir-5006,Gene_2998
hsa-mir-5007,Gene_2999
hsa-mir-5008,Gene_3000
hsa-mir-5009,Gene_3000
hsa-mir-500a,Gene_2999
hsa-mir-500b,Gene_2998
hsa-mir-501,Gene_2997
hsa-mir-5010,Gene_2996
hsa-mir-5011,Gene_2995
hsa-mir-502,Gene_2994
hsa-mir-503,Gene_2993
hsa-mir-504,Gene_2992
hsa-mir-5047,Gene_2991
hsa-mir-505,Gene_2990
hsa-mir-506,Gene_2989
hsa-mir-507,Gene_2988
hsa-mir-508,Gene_2987
hsa-mir-5087,Gene_2986
hsa-mir-5088,Gene_2985
hsa-mir-5089,Gene_2984
hsa-mir-509-1,Gene_2983
hsa-mir-509-2,Gene_2982
hsa-mir-509-3,Gene_2981
hsa-mir-5090,Gene_2980
hsa-mir-5091,Gene_2979
hsa-mir-5092,Gene_2978
hsa-mir-5093,Gene_2977
hsa-mir-5094,Gene_2976
hsa-mir-5095,Gene_2975
hsa-mir-5096,Gene_2974
hsa-mir-510,Gene_2973
hsa-mir-5100,Gene_2972
hsa-mir-511,Gene_2971
hsa-mir-512-1,Gene_2970
hsa-mir-512-2,Gene_2969
hsa-mir-513a-1,Gene_2968
hsa-mir-513a-2,Gene_2967
hsa-mir-513b,Gene_2966
hsa-mir-513c,Gene_2965
hsa-mir-514a-1,Gene_2964
hsa-mir-514a-2,Gene_2963
hsa-mir-514a-3,Gene_2962
hsa-mir-514b,Gene_2961
hsa-mir-515-1,Gene_2960
hsa-mir-515-2,Gene_2959
hsa-mir-516a-1,Gene_2958
hsa-mir-516a-2,Gene_2957
hsa-mir-516b-1,Gene_2956
hsa-mir-516b-2,Gene_2955
hsa-mir-517a,Gene_2954
hsa-mir-517b,Gene_2953
hsa-mir-517c,Gene_2952
hsa-mir-5186,Gene_2951
hsa-mir-5187,Gene_2950
hsa-mir-5188,Gene_2949
hsa-mir-5189,Gene_2948
hsa-mir-518a-1,Gene_2947
hsa-mir-518a-2,Gene_2946
hsa-mir-518b,Gene_2945
hsa-mir-518c,Gene_2944
hsa-mir-518d,Gene_2943
hsa-mir-518e,Gene_2942
hsa-mir-518f,Gene_2941
hsa-mir-5190,Gene_2940
hsa-mir-5191,Gene_2939
hsa-mir-5192,Gene_2938
hsa-mir-5193,Gene_2937
hsa-mir-5194,Gene_2936
hsa-mir-5195,Gene_2935
hsa-mir-5196,Gene_2934
hsa-mir-5197,Gene_2933
hsa-mir-519a-1,Gene_2932
hsa-mir-519a-2,Gene_2931
hsa-mir-519b,Gene_2930
hsa-mir-519c,Gene_2929
hsa-mir-519d,Gene_2928
hsa-mir-519e,Gene_2927
hsa-mir-520a,Gene_2926
hsa-mir-520b,Gene_2925
hsa-mir-520c,Gene_2924
hsa-mir-520d,Gene_2923
hsa-mir-520e,Gene_2922
hsa-mir-520f,Gene_2921
hsa-mir-520g,Gene_2920
hsa-mir-520h,Gene_2919
hsa-mir-521-1,Gene_2918
hsa-mir-521-2,Gene_2917
hsa-mir-522,Gene_2916
hsa-mir-523,Gene_2915
hsa-mir-524,Gene_2914
hsa-mir-525,Gene_2913
hsa-mir-526a-1,Gene_2912
hsa-mir-526a-2,Gene_2911
hsa-mir-526b,Gene_2910
hsa-mir-527,Gene_2909
hsa-mir-532,Gene_2908
hsa-mir-539,Gene_2907
hsa-mir-541,Gene_2906
hsa-mir-542,Gene_2905
hsa-mir-543,Gene_2904
hsa-mir-544a,Gene_2903
hsa-mir-544b,Gene_2902
hsa-mir-545,Gene_2901
hsa-mir-548a-1,Gene_2900
hsa-mir-548a-2,Gene_2899
hsa-mir-548a-3,Gene_2898
hsa-mir-548aa-1,Gene_2897
hsa-mir-548aa-2,Gene_2896
hsa-mir-548ab,Gene_2895
hsa-mir-548ac,Gene_2894
hsa-mir-548ad,Gene_2893
hsa-mir-548ae-1,Gene_2892
hsa-mir-548ae-2,Gene_2891
hsa-mir-548ag-1,Gene_2890
hsa-mir-548ag-2,Gene_2889
hsa-mir-548ah,Gene_2888
hsa-mir-548ai,Gene_2887
hsa-mir-548aj-1,Gene_2886
hsa-mir-548aj-2,Gene_2885
hsa-mir-548ak,Gene_2884
hsa-mir-548al,Gene_2883
hsa-mir-548am,Gene_2882
hsa-mir-548an,Gene_2881
hsa-mir-548ao,Gene_2880
hsa-mir-548ap,Gene_2879
hsa-mir-548aq,Gene_2878
hsa-mir-548ar,Gene_2877
hsa-mir-548as,Gene_2876
hsa-mir-548at,Gene_2875
hsa-mir-548au,Gene_2874
hsa-mir-548av,Gene_2873
hsa-mir-548aw,Gene_2872
hsa-mir-548ax,Gene_2871
hsa-mir-548ay,Gene_2870
hsa-mir-548az,Gene_2869
hsa-mir-548b,Gene_2868
hsa-mir-548ba,Gene_2867
hsa-mir-548bb,Gene_2866
hsa-mir-548c,Gene_2865
hsa-mir-548d-1,Gene_2864
hsa-mir-548d-2,Gene_2863
hsa-mir-548e,Gene_2862
hsa-mir-548f-1,Gene_2861
hsa-mir-548f-2,Gene_2860
hsa-mir-548f-3,Gene_2859
hsa-mir-548f-4,Gene_2858
hsa-mir-548f-5,Gene_2857
hsa-mir-548g,Gene_2856
hsa-mir-548h-1,Gene_2855
hsa-mir-548h-2,Gene_2854
hsa-mir-548h-3,Gene_2853
hsa-mir-548h-4,Gene_2852
hsa-mir-548h-5,Gene_2851
hsa-mir-548i-1,Gene_2850
hsa-mir-548i-2,Gene_2849
hsa-mir-548i-3,Gene_2848
hsa-mir-548i-4,Gene_2847
hsa-mir-548j,Gene_2846
hsa-mir-548k,Gene_2845
hsa-mir-548l,Gene_2844
hsa-mir-548m,Gene_2843
hsa-mir-548n,Gene_2842
hsa-mir-548o,Gene_2841
hsa-mir-548o-2,Gene_2840
hsa-mir-548p,Gene_2839
hsa-mir-548q,Gene_2838
hsa-mir-548s,Gene_2837
hsa-mir-548t,Gene_2836
hsa-mir-548u,Gene_2835
hsa-mir-548v,Gene_2834
hsa-mir-548w,Gene_2833
hsa-mir-548x,Gene_2832
hsa-mir-548x-2,Gene_2831
hsa-mir-548y,Gene_2830
hsa-mir-548z,Gene_2829
hsa-mir-549a,Gene_2828
hsa-mir-550a-1,Gene_2827
hsa-mir-550a-2,Gene_2826
hsa-mir-550a-3,Gene_2825
hsa-mir-550b-1,Gene_2824
hsa-mir-550b-2,Gene_2823
hsa-mir-551a,Gene_2822
hsa-mir-551b,Gene_2821
hsa-mir-552,Gene_2820
hsa-mir-553,Gene_2819
hsa-mir-554,Gene_2818
hsa-mir-555,Gene_2817
hsa-mir-556,Gene_2816
hsa-mir-557,Gene_2815
hsa-mir-5571,Gene_2814
hsa-mir-5572,Gene_2813
hsa-mir-5579,Gene_2812
hsa-mir-558,Gene_2811
hsa-mir-5580,Gene_2810
hsa-mir-5581,Gene_2809
hsa-mir-5582,Gene_2808
hsa-mir-5583-1,Gene_2807
hsa-mir-5583-2,Gene_2806
hsa-mir-5584,Gene_2805
hsa-mir-5585,Gene_2804
hsa-mir-5586,Gene_2803
hsa-mir-5587,Gene_2802
hsa-mir-5588,Gene_2801
hsa-mir-5589,Gene_2800
hsa-mir-559,Gene_2799
hsa-mir-5590,Gene_2798
hsa-mir-5591,Gene_2797
hsa-mir-561,Gene_2796
hsa-mir-562,Gene_2795
hsa-mir-563,Gene_2794
hsa-mir-564,Gene_2793
hsa-mir-566,Gene_2792
hsa-mir-567,Gene_2791
hsa-mir-568,Gene_2790
hsa-mir-5680,Gene_2789
hsa-mir-5681a,Gene_2788
hsa-mir-5681b,Gene_2787
hsa-mir-5682,Gene_2786
hsa-mir-5683,Gene_2785
hsa-mir-5684,Gene_2784
hsa-mir-5685,Gene_2783
hsa-mir-5687,Gene_2782
hsa-mir-5688,Gene_2781
hsa-mir-5689,Gene_2780
hsa-mir-569,Gene_2779
hsa-mir-5690,Gene_2778
hsa-mir-5691,Gene_2777
hsa-mir-5692a-1,Gene_2776
hsa-mir-5692a-2,Gene_2775
hsa-mir-5692b,Gene_2774
hsa-mir-5692c-1,Gene_2773
hsa-mir-5692c-2,Gene_2772
hsa-mir-5693,Gene_2771
hsa-mir-5694,Gene_2770
hsa-mir-5695,Gene_2769
hsa-mir-5696,Gene_2768
hsa-mir-5697,Gene_2767
hsa-mir-5698,Gene_2766
hsa-mir-5699,Gene_2765
hsa-mir-570,Gene_2764
hsa-mir-5700,Gene_2763
hsa-mir-5701-1,Gene_2762
hsa-mir-5701-2,Gene_2761
hsa-mir-5701-3,Gene_2760
hsa-mir-5702,Gene_2759
hsa-mir-5703,Gene_2758
hsa-mir-5704,Gene_2757
hsa-mir-5705,Gene_2756
hsa-mir-5706,Gene_2755
hsa-mir-5707,Gene_2754
hsa-mir-5708,Gene_2753
hsa-mir-571,Gene_2752
hsa-mir-572,Gene_2751
hsa-mir-573,Gene_2750
hsa-mir-5739,Gene_2749
hsa-mir-574,Gene_2748
hsa-mir-575,Gene_2747
hsa-mir-576,Gene_2746
hsa-mir-577,Gene_2745
hsa-mir-578,Gene_2744
hsa-mir-5787,Gene_2743
hsa-mir-579,Gene_2742
hsa-mir-580,Gene_2741
hsa-mir-581,Gene_2740
hsa-mir-582,Gene_2739
hsa-mir-583,Gene_2738
hsa-mir-584,Gene_2737
hsa-mir-585,Gene_2736
hsa-mir-586,Gene_2735
hsa-mir-587,Gene_2734
hsa-mir-588,Gene_2733
hsa-mir-589,Gene_2732
hsa-mir-590,Gene_2731
hsa-mir-591,Gene_2730
hsa-mir-592,Gene_2729
hsa-mir-593,Gene_2728
hsa-mir-595,Gene_2727
hsa-mir-596,Gene_2726
hsa-mir-597,Gene_2725
hsa-mir-598,Gene_2724
hsa-mir-599,Gene_2723
hsa-mir-600,Gene_2722
hsa-mir-601,Gene_2721
hsa-mir-602,Gene_2720
hsa-mir-603,Gene_2719
hsa-mir-604,Gene_2718
hsa-mir-605,Gene_2717
hsa-mir-606,Gene_2716
hsa-mir-6068,Gene_2715
hsa-mir-6069,Gene_2714
hsa-mir-607,Gene_2713
hsa-mir-6070,Gene_2712
hsa-mir-6071,Gene_2711
hsa-mir-6072,Gene_2710
hsa-mir-6073,Gene_2709
hsa-mir-6074,Gene_2708
hsa-mir-6075,Gene_2707
hsa-mir-6076,Gene_2706
hsa-mir-6077,Gene_2705
hsa-mir-6078,Gene_2704
hsa-mir-6079,Gene_2703
hsa-mir-608,Gene_2702
hsa-mir-6080,Gene_2701
hsa-mir-6081,Gene_2700
hsa-mir-6082,Gene_2699
hsa-mir-6083,Gene_2698
hsa-mir-6084,Gene_2697
hsa-mir-6085,Gene_2696
hsa-mir-6086,Gene_2695
hsa-mir-6087,Gene_2694
hsa-mir-6088,Gene_2693
hsa-mir-6089-1,Gene_2692
hsa-mir-6089-2,Gene_2691
hsa-mir-609,Gene_2690
hsa-mir-6090,Gene_2689
hsa-mir-610,Gene_2688
hsa-mir-611,Gene_2687
hsa-mir-612,Gene_2686
hsa-mir-6124,Gene_2685
hsa-mir-6125,Gene_2684
hsa-mir-6126,Gene_2683
hsa-mir-6127,Gene_2682
hsa-mir-6128,Gene_2681
hsa-mir-6129,Gene_2680
hsa-mir-613,Gene_2679
hsa-mir-6130,Gene_2678
hsa-mir-6131,Gene_2677
hsa-mir-6132,Gene_2676
hsa-mir-6133,Gene_2675
hsa-mir-6134,Gene_2674
hsa-mir-614,Gene_2673
hsa-mir-615,Gene_2672
hsa-mir-616,Gene_2671
hsa-mir-6165,Gene_2670
hsa-mir-617,Gene_2669
hsa-mir-618,Gene_2668
hsa-mir-619,Gene_2667
hsa-mir-620,Gene_2666
hsa-mir-621,Gene_2665
hsa-mir-622,Gene_2664
hsa-mir-623,Gene_2663
hsa-mir-624,Gene_2662
hsa-mir-625,Gene_2661
hsa-mir-626,Gene_2660
hsa-mir-627,Gene_2659
hsa-mir-628,Gene_2658
hsa-mir-629,Gene_2657
hsa-mir-630,Gene_2656
hsa-mir-631,Gene_2655
hsa-mir-632,Gene_2654
hsa-mir-633,Gene_2653
hsa-mir-634,Gene_2652
hsa-mir-635,Gene_2651
hsa-mir-636,Gene_2650
hsa-mir-637,Gene_2649
hsa-mir-638,Gene_2648
hsa-mir-639,Gene_2647
hsa-mir-640,Gene_2646
hsa-mir-641,Gene_2645
hsa-mir-642a,Gene_2644
hsa-mir-642b,Gene_2643
hsa-mir-643,Gene_2642
hsa-mir-644a,Gene_2641
hsa-mir-645,Gene_2640
hsa-mir-646,Gene_2639
hsa-mir-647,Gene_2638
hsa-mir-648,Gene_2637
hsa-mir-649,Gene_2636
hsa-mir-6499,Gene_2635
hsa-mir-650,Gene_2634
hsa-mir-6500,Gene_2633
hsa-mir-6501,Gene_2632
hsa-mir-6502,Gene_2631
hsa-mir-6503,Gene_2630
hsa-mir-6504,Gene_2629
hsa-mir-6505,Gene_2628
hsa-mir-6506,Gene_2627
hsa-mir-6507,Gene_2626
hsa-mir-6508,Gene_2625
hsa-mir-6509,Gene_2624
hsa-mir-651,Gene_2623
hsa-mir-6510,Gene_2622
hsa-mir-6511a-1,Gene_2621
hsa-mir-6511a-2,Gene_2620
hsa-mir-6511a-3,Gene_2619
hsa-mir-6511a-4,Gene_2618
hsa-mir-6511b-1,Gene_2617
hsa-mir-6511b-2,Gene_2616
hsa-mir-6512,Gene_2615
hsa-mir-6513,Gene_2614
hsa-mir-6514,Gene_2613
hsa-mir-6515,Gene_2612
hsa-mir-6516,Gene_2611
hsa-mir-652,Gene_2610
hsa-mir-653,Gene_2609
hsa-mir-654,Gene_2608
hsa-mir-655,Gene_2607
hsa-mir-656,Gene_2606
hsa-mir-657,Gene_2605
hsa-mir-658,Gene_2604
hsa-mir-659,Gene_2603
hsa-mir-660,Gene_2602
hsa-mir-661,Gene_2601
hsa-mir-662,Gene_2600
hsa-mir-663a,Gene_2599
hsa-mir-663b,Gene_2598
hsa-mir-664a,Gene_2597
hsa-mir-664b,Gene_2596
hsa-mir-665,Gene_2595
hsa-mir-668,Gene_2594
hsa-mir-670,Gene_2593
hsa-mir-671,Gene_2592
hsa-mir-6715a,Gene_2591
hsa-mir-6715b,Gene_2590
hsa-mir-6716,Gene_2589
hsa-mir-6717,Gene_2588
hsa-mir-6718,Gene_2587
hsa-mir-6719,Gene_2586
hsa-mir-6720,Gene_2585
hsa-mir-6721,Gene_2584
hsa-mir-6722,Gene_2583
hsa-mir-6723,Gene_2582
hsa-mir-6724-1,Gene_2581
hsa-mir-6724-2,Gene_2580
hsa-mir-6724-3,Gene_2579
hsa-mir-6724-4,Gene_2578
hsa-mir-6726,Gene_2577
hsa-mir-6727,Gene_2576
hsa-mir-6728,Gene_2575
hsa-mir-6729,Gene_2574
hsa-mir-6730,Gene_2573
hsa-mir-6731,Gene_2572
hsa-mir-6732,Gene_2571
hsa-mir-6733,Gene_2570
hsa-mir-6734,Gene_2569
hsa-mir-6735,Gene_2568
hsa-mir-6736,Gene_2567
hsa-mir-6737,Gene_2566
hsa-mir-6738,Gene_2565
hsa-mir-6739,Gene_2564
hsa-mir-6740,Gene_2563
hsa-mir-6741,Gene_2562
hsa-mir-6742,Gene_2561
hsa-mir-6743,Gene_2560
hsa-mir-6744,Gene_2559
hsa-mir-6745,Gene_2558
hsa-mir-6746,Gene_2557
hsa-mir-6747,Gene_2556
hsa-mir-6748,Gene_2555
hsa-mir-6749,Gene_2554
hsa-mir-675,Gene_2553
hsa-mir-6750,Gene_2552
hsa-mir-6751,Gene_2551
hsa-mir-6752,Gene_2550
hsa-mir-6753,Gene_2549
hsa-mir-6754,Gene_2548
hsa-mir-6755,Gene_2547
hsa-mir-6756,Gene_2546
hsa-mir-6757,Gene_2545
hsa-mir-6758,Gene_2544
hsa-mir-6759,Gene_2543
hsa-mir-676,Gene_2542
hsa-mir-6760,Gene_2541
hsa-mir-6761,Gene_2540
hsa-mir-6762,Gene_2539
hsa-mir-6763,Gene_2538
hsa-mir-6764,Gene_2537
hsa-mir-6765,Gene_2536
hsa-mir-6766,Gene_2535
hsa-mir-6767,Gene_2534
hsa-mir-6768,Gene_2533
hsa-mir-6769a,Gene_2532
hsa-mir-6769b,Gene_2531
hsa-mir-6770-1,Gene_2530
hsa-mir-6770-2,Gene_2529
hsa-mir-6770-3,Gene_2528
hsa-mir-6771,Gene_2527
hsa-mir-6772,Gene_2526
hsa-mir-6773,Gene_2525
hsa-mir-6774,Gene_2524
hsa-mir-6775,Gene_2523
hsa-mir-6776,Gene_2522
hsa-mir-6777,Gene_2521
hsa-mir-6778,Gene_2520
hsa-mir-6779,Gene_2519
hsa-mir-6780a,Gene_2518
hsa-mir-6780b,Gene_2517
hsa-mir-6781,Gene_2516
hsa-mir-6782,Gene_2515
hsa-mir-6783,Gene_2514
hsa-mir-6784,Gene_2513
hsa-mir-6785,Gene_2512
hsa-mir-6786,Gene_2511
hsa-mir-6787,Gene_2510
hsa-mir-6788,Gene_2509
hsa-mir-6789,Gene_2508
hsa-mir-6790,Gene_2507
hsa-mir-6791,Gene_2506
hsa-mir-6792,Gene_2505
hsa-mir-6793,Gene_2504
hsa-mir-6794,Gene_2503
hsa-mir-6795,Gene_2502
hsa-mir-6796,Gene_2501
hsa-mir-6797,Gene_2500
hsa-mir-6798,Gene_2499
hsa-mir-6799,Gene_2498
hsa-mir-6800,Gene_2497
hsa-mir-6801,Gene_2496
hsa-mir-6802,Gene_2495
hsa-mir-6803,Gene_2494
hsa-mir-6804,Gene_2493
hsa-mir-6805,Gene_2492
hsa-mir-6806,Gene_2491
hsa-mir-6807,Gene_2490
hsa-mir-6808,Gene_2489
hsa-mir-6809,Gene_2488
hsa-mir-6810,Gene_2487
hsa-mir-6811,Gene_2486
hsa-mir-6812,Gene_2485
hsa-mir-6813,Gene_2484
hsa-mir-6814,Gene_2483
hsa-mir-6815,Gene_2482
hsa-mir-6816,Gene_2481
hsa-mir-6817,Gene_2480
hsa-mir-6818,Gene_2479
hsa-mir-6819,Gene_2478
hsa-mir-6820,Gene_2477
hsa-mir-6821,Gene_2476
hsa-mir-6822,Gene_2475
hsa-mir-6823,Gene_2474
hsa-mir-6824,Gene_2473
hsa-mir-6825,Gene_2472
hsa-mir-6826,Gene_2471
hsa-mir-6827,Gene_2470
hsa-mir-6828,Gene_2469
hsa-mir-6829,Gene_2468
hsa-mir-6830,Gene_2467
hsa-mir-6831,Gene_2466
hsa-mir-6832,Gene_2465
hsa-mir-6833,Gene_2464
hsa-mir-6834,Gene_2463
hsa-mir-6835,Gene_2462
hsa-mir-6836,Gene_2461
hsa-mir-6837,Gene_2460
hsa-mir-6838,Gene_2459
hsa-mir-6839,Gene_2458
hsa-mir-6840,Gene_2457
hsa-mir-6841,Gene_2456
hsa-mir-6842,Gene_2455
hsa-mir-6843,Gene_2454
hsa-mir-6844,Gene_2453
hsa-mir-6845,Gene_2452
hsa-mir-6846,Gene_2451
hsa-mir-6847,Gene_2450
hsa-mir-6848,Gene_2449
hsa-mir-6849,Gene_2448
hsa-mir-6850,Gene_2447
hsa-mir-6851,Gene_2446
hsa-mir-6852,Gene_2445
hsa-mir-6853,Gene_2444
hsa-mir-6854,Gene_2443
hsa-mir-6855,Gene_2442
hsa-mir-6856,Gene_2441
hsa-mir-6857,Gene_2440
hsa-mir-6858,Gene_2439
hsa-mir-6859-1,Gene_2438
hsa-mir-6859-2,Gene_2437
hsa-mir-6859-3,Gene_2436
hsa-mir-6859-4,Gene_2435
hsa-mir-6860,Gene_2434
hsa-mir-6861,Gene_2433
hsa-mir-6862-1,Gene_2432
hsa-mir-6862-2,Gene_2431
hsa-mir-6863,Gene_2430
hsa-mir-6864,Gene_2429
hsa-mir-6865,Gene_2428
hsa-mir-6866,Gene_2427
hsa-mir-6867,Gene_2426
hsa-mir-6868,Gene_2425
hsa-mir-6869,Gene_2424
hsa-mir-6870,Gene_2423
hsa-mir-6871,Gene_2422
hsa-mir-6872,Gene_2421
hsa-mir-6873,Gene_2420
hsa-mir-6874,Gene_2419
hsa-mir-6875,Gene_2418
hsa-mir-6876,Gene_2417
hsa-mir-6877,Gene_2416
hsa-mir-6878,Gene_2415
hsa-mir-6879,Gene_2414
hsa-mir-6880,Gene_2413
hsa-mir-6881,Gene_2412
hsa-mir-6882,Gene_2411
hsa-mir-6883,Gene_2410
hsa-mir-6884,Gene_2409
hsa-mir-6885,Gene_2408
hsa-mir-6886,Gene_2407
hsa-mir-6887,Gene_2406
hsa-mir-6888,Gene_2405
hsa-mir-6889,Gene_2404
hsa-mir-6890,Gene_2403
hsa-mir-6891,Gene_2402
hsa-mir-6892,Gene_2401
hsa-mir-6893,Gene_2400
hsa-mir-6894,Gene_2399
hsa-mir-6895,Gene_2398
hsa-mir-7-1,Gene_2397
hsa-mir-7-2,Gene_2396
hsa-mir-7-3,Gene_2395
hsa-mir-708,Gene_2394
hsa-mir-7106,Gene_2393
hsa-mir-7107,Gene_2392
hsa-mir-7108,Gene_2391
hsa-mir-7109,Gene_2390
hsa-mir-711,Gene_2389
hsa-mir-7110,Gene_2388
hsa-mir-7111,Gene_2387
hsa-mir-7112,Gene_2386
hsa-mir-7113,Gene_2385
hsa-mir-7114,Gene_2384
hsa-mir-7150,Gene_2383
hsa-mir-7151,Gene_2382
hsa-mir-7152,Gene_2381
hsa-mir-7153,Gene_2380
hsa-mir-7154,Gene_2379
hsa-mir-7155,Gene_2378
hsa-mir-7156,Gene_2377
hsa-mir-7157,Gene_2376
hsa-mir-7158,Gene_2375
hsa-mir-7159,Gene_2374
hsa-mir-7160,Gene_2373
hsa-mir-7161,Gene_2372
hsa-mir-7162,Gene_2371
hsa-mir-718,Gene_2370
hsa-mir-744,Gene_2369
hsa-mir-7515,Gene_2368
hsa-mir-758,Gene_2367
hsa-mir-759,Gene_2366
hsa-mir-760,Gene_2365
hsa-mir-761,Gene_2364
hsa-mir-762,Gene_2363
hsa-mir-764,Gene_2362
hsa-mir-7641-1,Gene_2361
hsa-mir-7641-2,Gene_2360
hsa-mir-765,Gene_2359
hsa-mir-766,Gene_2358
hsa-mir-767,Gene_2357
hsa-mir-769,Gene_2356
hsa-mir-770,Gene_2355
hsa-mir-7702,Gene_2354
hsa-mir-7703,Gene_2353
hsa-mir-7704,Gene_2352
hsa-mir-7705,Gene_2351
hsa-mir-7706,Gene_2350
hsa-mir-7843,Gene_2349
hsa-mir-7844,Gene_2348
hsa-mir-7845,Gene_2347
hsa-mir-7846,Gene_2346
hsa-mir-7847,Gene_2345
hsa-mir-7848,Gene_2344
hsa-mir-7849,Gene_2343
hsa-mir-7850,Gene_2342
hsa-mir-7851,Gene_2341
hsa-mir-7852,Gene_2340
hsa-mir-7853,Gene_2339
hsa-mir-7854,Gene_2338
hsa-mir-7855,Gene_2337
hsa-mir-7856,Gene_2336
hsa-mir-7973-1,Gene_2335
hsa-mir-7973-2,Gene_2334
hsa-mir-7974,Gene_2333
hsa-mir-7975,Gene_2332
hsa-mir-7976,Gene_2331
hsa-mir-7977,Gene_2330
hsa-mir-7978,Gene_2329
hsa-mir-802,Gene_2328
hsa-mir-8052,Gene_2327
hsa-mir-8053,Gene_2326
hsa-mir-8054,Gene_2325
hsa-mir-8055,Gene_2324
hsa-mir-8056,Gene_2323
hsa-mir-8057,Gene_2322
hsa-mir-8058,Gene_2321
hsa-mir-8059,Gene_2320
hsa-mir-8060,Gene_2319
hsa-mir-8061,Gene_2318
hsa-mir-8062,Gene_2317
hsa-mir-8063,Gene_2316
hsa-mir-8064,Gene_2315
hsa-mir-8065,Gene_2314
hsa-mir-8066,Gene_2313
hsa-mir-8067,Gene_2312
hsa-mir-8068,Gene_2311
hsa-mir-8069-1,Gene_2310
hsa-mir-8069-2,Gene_2309
hsa-mir-8070,Gene_2308
hsa-mir-8071-1,Gene_2307
hsa-mir-8071-2,Gene_2306
hsa-mir-8072,Gene_2305
hsa-mir-8073,Gene_2304
hsa-mir-8074,Gene_2303
hsa-mir-8075,Gene_2302
hsa-mir-8076,Gene_2301
hsa-mir-8077,Gene_2300
hsa-mir-8078,Gene_2299
hsa-mir-8079,Gene_2298
hsa-mir-8080,Gene_2297
hsa-mir-8081,Gene_2296
hsa-mir-8082,Gene_2295
hsa-mir-8083,Gene_2294
hsa-mir-8084,Gene_2293
hsa-mir-8085,Gene_2292
hsa-mir-8086,Gene_2291
hsa-mir-8087,Gene_2290
hsa-mir-8088,Gene_2289
hsa-mir-8089,Gene_2288
hsa-mir-8485,Gene_2287
hsa-mir-873,Gene_2286
hsa-mir-874,Gene_2285
hsa-mir-875,Gene_2284
hsa-mir-876,Gene_2283
hsa-mir-877,Gene_2282
hsa-mir-885,Gene_2281
hsa-mir-887,Gene_2280
hsa-mir-888,Gene_2279
hsa-mir-889,Gene_2278
hsa-mir-890,Gene_2277
hsa-mir-891a,Gene_2276
hsa-mir-891b,Gene_2275
hsa-mir-892a,Gene_2274
hsa-mir-892b,Gene_2273
hsa-mir-892c,Gene_2272
hsa-mir-9-1,Gene_2271
hsa-mir-9-2,Gene_2270
hsa-mir-9-3,Gene_2269
hsa-mir-920,Gene_2268
hsa-mir-921,Gene_2267
hsa-mir-922,Gene_2266
hsa-mir-924,Gene_2265
hsa-mir-92a-1,Gene_2264
hsa-mir-92a-2,Gene_2263
hsa-mir-92b,Gene_2262
hsa-mir-93,Gene_2261
hsa-mir-933,Gene_2260
hsa-mir-934,Gene_2259
hsa-mir-935,Gene_2258
hsa-mir-936,Gene_2257
hsa-mir-937,Gene_2256
hsa-mir-938,Gene_2255
hsa-mir-939,Gene_2254
hsa-mir-940,Gene_2253
hsa-mir-941-1,Gene_2252
hsa-mir-941-2,Gene_2251
hsa-mir-941-3,Gene_2250
hsa-mir-941-4,Gene_2249
hsa-mir-941-5,Gene_2248
hsa-mir-942,Gene_2247
hsa-mir-943,Gene_2246
hsa-mir-944,Gene_2245
hsa-mir-95,Gene_2244
hsa-mir-9500,Gene_2243
hsa-mir-96,Gene_2242
hsa-mir-98,Gene_2241
hsa-mir-99a,Gene_2240
hsa-let-7a-1,Gene_2239
hsa-let-7a-2,Gene_2238
hsa-let-7a-3,Gene_2237
hsa-let-7b,Gene_2236
hsa-let-7c,Gene_2235
hsa-let-7d,Gene_2234
hsa-let-7e,Gene_2233
hsa-let-7f-1,Gene_2232
hsa-let-7f-2,Gene_2231
hsa-let-7g,Gene_2230
hsa-let-7i,Gene_2229
hsa-mir-1-1,Gene_2228
hsa-mir-1-2,Gene_2227
hsa-mir-100,Gene_2226
hsa-mir-101-1,Gene_2225
hsa-mir-101-2,Gene_2224
hsa-mir-103a-1,Gene_2223
hsa-mir-103a-2,Gene_2222
hsa-mir-103b-1,Gene_2221
hsa-mir-103b-2,Gene_2220
hsa-mir-105-1,Gene_2219
hsa-mir-105-2,Gene_2218
hsa-mir-106a,Gene_2217
hsa-mir-106b,Gene_2216
