Gene_1,"['hsa-let-7a-1', 'hsa-mir-31']"
Gene_1070,"['hsa-mir-4784', 'hsa-mir-5187', 'hsa-mir-6089-1']"
Gene_1071,"['hsa-mir-4785', 'hsa-mir-5186', 'hsa-mir-6089-2']"
Gene_1072,"['hsa-mir-4786', 'hsa-mir-517c', 'hsa-mir-609']"
Gene_1073,"['hsa-mir-4787', 'hsa-mir-517b', 'hsa-mir-6090']"
Gene_1074,"['hsa-mir-4788', 'hsa-mir-517a', 'hsa-mir-610']"
Gene_1075,"['hsa-mir-4789', 'hsa-mir-516b-2', 'hsa-mir-611']"
Gene_1076,"['hsa-mir-4790', 'hsa-mir-516b-1', 'hsa-mir-612']"
Gene_1077,"['hsa-mir-4791', 'hsa-mir-516a-2', 'hsa-mir-6124']"
Gene_1078,"['hsa-mir-4792', 'hsa-mir-516a-1', 'hsa-mir-6125']"
Gene_1079,"['hsa-mir-4793', 'hsa-mir-515-2', 'hsa-mir-6126']"
Gene_1080,"['hsa-mir-4794', 'hsa-mir-515-1', 'hsa-mir-6127']"
Gene_1081,"['hsa-mir-4795', 'hsa-mir-514b', 'hsa-mir-6128']"
Gene_1082,"['hsa-mir-4796', 'hsa-mir-514a-3', 'hsa-mir-6129']"
Gene_1083,"['hsa-mir-4797', 'hsa-mir-514a-2', 'hsa-mir-613']"
Gene_1084,"['hsa-mir-4798', 'hsa-mir-514a-1', 'hsa-mir-6130']"
Gene_1085,"['hsa-mir-4799', 'hsa-mir-513c', 'hsa-mir-6131']"
Gene_1086,"['hsa-mir-4800', 'hsa-mir-513b', 'hsa-mir-6132']"
Gene_1087,"['hsa-mir-4801', 'hsa-mir-513a-2', 'hsa-mir-6133']"
Gene_1088,"['hsa-mir-4802', 'hsa-mir-513a-1', 'hsa-mir-6134']"
Gene_1089,"['hsa-mir-4803', 'hsa-mir-512-2', 'hsa-mir-614']"
Gene_1090,"['hsa-mir-4804', 'hsa-mir-512-1', 'hsa-mir-615']"
Gene_1091,"['hsa-mir-483', 'hsa-mir-511', 'hsa-mir-616']"
Gene_1092,"['hsa-mir-484', 'hsa-mir-5100', 'hsa-mir-6165']"
Gene_1093,"['hsa-mir-485', 'hsa-mir-510', 'hsa-mir-617']"
Gene_1094,"['hsa-mir-486-1', 'hsa-mir-5096', 'hsa-mir-618']"
Gene_1095,"['hsa-mir-486-2', 'hsa-mir-5095', 'hsa-mir-619']"
Gene_1096,"['hsa-mir-487a', 'hsa-mir-5094', 'hsa-mir-620']"
Gene_1097,"['hsa-mir-487b', 'hsa-mir-5093', 'hsa-mir-621']"
Gene_1098,"['hsa-mir-488', 'hsa-mir-5092', 'hsa-mir-622']"
Gene_1099,"['hsa-mir-489', 'hsa-mir-5091', 'hsa-mir-623']"
Gene_1100,"['hsa-mir-490', 'hsa-mir-5090', 'hsa-mir-624']"
Gene_1101,"['hsa-mir-491', 'hsa-mir-509-3', 'hsa-mir-625']"
Gene_1102,"['hsa-mir-492', 'hsa-mir-509-2', 'hsa-mir-626']"
Gene_1103,"['hsa-mir-493', 'hsa-mir-509-1', 'hsa-mir-627']"
Gene_1104,"['hsa-mir-494', 'hsa-mir-5089', 'hsa-mir-628']"
Gene_1105,"['hsa-mir-495', 'hsa-mir-5088', 'hsa-mir-629']"
Gene_1106,"['hsa-mir-496', 'hsa-mir-5087', 'hsa-mir-630']"
Gene_1107,"['hsa-mir-497', 'hsa-mir-508', 'hsa-mir-631']"
Gene_1108,"['hsa-mir-498', 'hsa-mir-507', 'hsa-mir-632']"
Gene_1109,"['hsa-mir-4999', 'hsa-mir-506', 'hsa-mir-633']"
Gene_1110,"['hsa-mir-499a', 'hsa-mir-505', 'hsa-mir-634']"
Gene_1111,"['hsa-mir-499b', 'hsa-mir-5047', 'hsa-mir-635']"
Gene_1112,"['hsa-mir-5000', 'hsa-mir-504', 'hsa-mir-636']"
Gene_1113,"['hsa-mir-5001', 'hsa-mir-503', 'hsa-mir-637']"
Gene_1114,"['hsa-mir-5002', 'hsa-mir-502', 'hsa-mir-638']"
Gene_1115,"['hsa-mir-5003', 'hsa-mir-5011', 'hsa-mir-639']"
Gene_1116,"['hsa-mir-5004', 'hsa-mir-5010', 'hsa-mir-640']"
Gene_1117,"['hsa-mir-5006', 'hsa-mir-501', 'hsa-mir-641']"
Gene_1118,"['hsa-mir-5007', 'hsa-mir-500b', 'hsa-mir-642a']"
Gene_1119,"['hsa-mir-5008', 'hsa-mir-500a', 'hsa-mir-642b']"
Gene_1120,"['hsa-mir-5009', 'hsa-mir-5009', 'hsa-mir-643']"
Gene_1121,"['hsa-mir-500a', 'hsa-mir-5008', 'hsa-mir-644a']"
Gene_1122,"['hsa-mir-500b', 'hsa-mir-5007', 'hsa-mir-645']"
Gene_1123,"['hsa-mir-501', 'hsa-mir-5006', 'hsa-mir-646']"
Gene_1124,"['hsa-mir-5010', 'hsa-mir-5004', 'hsa-mir-647']"
Gene_1125,"['hsa-mir-5011', 'hsa-mir-5003', 'hsa-mir-648']"
Gene_1126,"['hsa-mir-502', 'hsa-mir-5002', 'hsa-mir-649']"
Gene_1127,"['hsa-mir-503', 'hsa-mir-5001', 'hsa-mir-6499']"
Gene_1128,"['hsa-mir-504', 'hsa-mir-5000', 'hsa-mir-650']"
Gene_1129,"['hsa-mir-5047', 'hsa-mir-499b', 'hsa-mir-6500']"
Gene_1130,"['hsa-mir-505', 'hsa-mir-499a', 'hsa-mir-6501']"
Gene_1131,"['hsa-mir-506', 'hsa-mir-4999', 'hsa-mir-6502']"
Gene_1132,"['hsa-mir-507', 'hsa-mir-498', 'hsa-mir-6503']"
Gene_1133,"['hsa-mir-508', 'hsa-mir-497', 'hsa-mir-6504']"
Gene_1134,"['hsa-mir-5087', 'hsa-mir-496', 'hsa-mir-6505']"
Gene_1135,"['hsa-mir-5088', 'hsa-mir-495', 'hsa-mir-6506']"
Gene_1136,"['hsa-mir-5089', 'hsa-mir-494', 'hsa-mir-6507']"
Gene_1137,"['hsa-mir-509-1', 'hsa-mir-493', 'hsa-mir-6508']"
Gene_1138,"['hsa-mir-509-2', 'hsa-mir-492', 'hsa-mir-6509']"
Gene_1139,"['hsa-mir-509-3', 'hsa-mir-491', 'hsa-mir-651']"
Gene_1140,"['hsa-mir-5090', 'hsa-mir-490', 'hsa-mir-6510']"
Gene_1141,"['hsa-mir-5091', 'hsa-mir-489', 'hsa-mir-6511a-1']"
Gene_1142,"['hsa-mir-5092', 'hsa-mir-488', 'hsa-mir-6511a-2']"
Gene_1143,"['hsa-mir-5093', 'hsa-mir-487b', 'hsa-mir-6511a-3']"
Gene_1144,"['hsa-mir-5094', 'hsa-mir-487a', 'hsa-mir-6511a-4']"
Gene_1145,"['hsa-mir-5095', 'hsa-mir-486-2', 'hsa-mir-6511b-1']"
Gene_1146,"['hsa-mir-5096', 'hsa-mir-486-1', 'hsa-mir-6511b-2']"
Gene_1147,"['hsa-mir-510', 'hsa-mir-485', 'hsa-mir-6512']"
Gene_1148,"['hsa-mir-5100', 'hsa-mir-484', 'hsa-mir-6513']"
Gene_1149,"['hsa-mir-511', 'hsa-mir-483', 'hsa-mir-6514']"
Gene_1150,"['hsa-mir-512-1', 'hsa-mir-4804', 'hsa-mir-6515']"
Gene_1151,"['hsa-mir-512-2', 'hsa-mir-4803', 'hsa-mir-6516']"
Gene_1152,"['hsa-mir-513a-1', 'hsa-mir-4802', 'hsa-mir-652']"
Gene_1153,"['hsa-mir-513a-2', 'hsa-mir-4801', 'hsa-mir-653']"
Gene_1154,"['hsa-mir-513b', 'hsa-mir-4800', 'hsa-mir-654']"
Gene_1155,"['hsa-mir-513c', 'hsa-mir-4799', 'hsa-mir-655']"
Gene_1156,"['hsa-mir-514a-1', 'hsa-mir-4798', 'hsa-mir-656']"
Gene_1157,"['hsa-mir-514a-2', 'hsa-mir-4797', 'hsa-mir-657']"
Gene_1158,"['hsa-mir-514a-3', 'hsa-mir-4796', 'hsa-mir-658']"
Gene_1159,"['hsa-mir-514b', 'hsa-mir-4795', 'hsa-mir-659']"
Gene_1160,"['hsa-mir-515-1', 'hsa-mir-4794', 'hsa-mir-660']"
Gene_1161,"['hsa-mir-515-2', 'hsa-mir-4793', 'hsa-mir-661']"
Gene_1162,"['hsa-mir-516a-1', 'hsa-mir-4792', 'hsa-mir-662']"
Gene_1163,"['hsa-mir-516a-2', 'hsa-mir-4791', 'hsa-mir-663a']"
Gene_1164,"['hsa-mir-516b-1', 'hsa-mir-4790', 'hsa-mir-663b']"
Gene_1165,"['hsa-mir-516b-2', 'hsa-mir-4789', 'hsa-mir-664a']"
Gene_1166,"['hsa-mir-517a', 'hsa-mir-4788', 'hsa-mir-664b']"
Gene_1167,"['hsa-mir-517b', 'hsa-mir-4787', 'hsa-mir-665']"
Gene_1168,"['hsa-mir-517c', 'hsa-mir-4786', 'hsa-mir-668']"
Gene_1169,"['hsa-mir-5186', 'hsa-mir-4785', 'hsa-mir-670']"
Gene_1170,"['hsa-mir-5187', 'hsa-mir-4784', 'hsa-mir-671']"
Gene_1171,"['hsa-mir-5188', 'hsa-mir-4783', 'hsa-mir-6715a']"
Gene_1172,"['hsa-mir-5189', 'hsa-mir-4782', 'hsa-mir-6715b']"
Gene_1173,"['hsa-mir-518a-1', 'hsa-mir-4781', 'hsa-mir-6716']"
Gene_1174,"['hsa-mir-518a-2', 'hsa-mir-4780', 'hsa-mir-6717']"
Gene_1175,"['hsa-mir-518b', 'hsa-mir-4779', 'hsa-mir-6718']"
Gene_1176,"['hsa-mir-518c', 'hsa-mir-4778', 'hsa-mir-6719']"
Gene_1177,"['hsa-mir-518d', 'hsa-mir-4777', 'hsa-mir-6720']"
Gene_1178,"['hsa-mir-518e', 'hsa-mir-4776-2', 'hsa-mir-6721']"
Gene_1179,"['hsa-mir-518f', 'hsa-mir-4776-1', 'hsa-mir-6722']"
Gene_1180,"['hsa-mir-5190', 'hsa-mir-4775', 'hsa-mir-6723']"
Gene_1181,"['hsa-mir-5191', 'hsa-mir-4774', 'hsa-mir-6724-1']"
Gene_1182,"['hsa-mir-5192', 'hsa-mir-4773-2', 'hsa-mir-6724-2']"
Gene_1183,"['hsa-mir-5193', 'hsa-mir-4773-1', 'hsa-mir-6724-3']"
Gene_1184,"['hsa-mir-5194', 'hsa-mir-4772', 'hsa-mir-6724-4']"
Gene_1185,"['hsa-mir-5195', 'hsa-mir-4771-2', 'hsa-mir-6726']"
Gene_1186,"['hsa-mir-5196', 'hsa-mir-4771-1', 'hsa-mir-6727']"
Gene_1187,"['hsa-mir-5197', 'hsa-mir-4770', 'hsa-mir-6728']"
Gene_1188,"['hsa-mir-519a-1', 'hsa-mir-4769', 'hsa-mir-6729']"
Gene_1189,"['hsa-mir-519a-2', 'hsa-mir-4768', 'hsa-mir-6730']"
Gene_1190,"['hsa-mir-519b', 'hsa-mir-4767', 'hsa-mir-6731']"
Gene_1191,"['hsa-mir-519c', 'hsa-mir-4766', 'hsa-mir-6732']"
Gene_1192,"['hsa-mir-519d', 'hsa-mir-4765', 'hsa-mir-6733']"
Gene_1193,"['hsa-mir-519e', 'hsa-mir-4764', 'hsa-mir-6734']"
Gene_1194,"['hsa-mir-520a', 'hsa-mir-4763', 'hsa-mir-6735']"
Gene_1195,"['hsa-mir-520b', 'hsa-mir-4762', 'hsa-mir-6736']"
Gene_1196,"['hsa-mir-520c', 'hsa-mir-4761', 'hsa-mir-6737']"
Gene_1197,"['hsa-mir-520d', 'hsa-mir-4760', 'hsa-mir-6738']"
Gene_1198,"['hsa-mir-520e', 'hsa-mir-4759', 'hsa-mir-6739']"
Gene_1199,"['hsa-mir-520f', 'hsa-mir-4758', 'hsa-mir-6740']"
Gene_1200,"['hsa-mir-520g', 'hsa-mir-4757', 'hsa-mir-6741']"
Gene_1201,"['hsa-mir-520h', 'hsa-mir-4756', 'hsa-mir-6742']"
Gene_1202,"['hsa-mir-521-1', 'hsa-mir-4755', 'hsa-mir-6743']"
Gene_1203,"['hsa-mir-521-2', 'hsa-mir-4754', 'hsa-mir-6744']"
Gene_1204,"['hsa-mir-522', 'hsa-mir-4753', 'hsa-mir-6745']"
Gene_1205,"['hsa-mir-523', 'hsa-mir-4752', 'hsa-mir-6746']"
Gene_1206,"['hsa-mir-524', 'hsa-mir-4751', 'hsa-mir-6747']"
Gene_1207,"['hsa-mir-525', 'hsa-mir-4750', 'hsa-mir-6748']"
Gene_1208,"['hsa-mir-526a-1', 'hsa-mir-4749', 'hsa-mir-6749']"
Gene_1209,"['hsa-mir-526a-2', 'hsa-mir-4748', 'hsa-mir-675']"
Gene_1210,"['hsa-mir-526b', 'hsa-mir-4747', 'hsa-mir-6750']"
Gene_1211,"['hsa-mir-527', 'hsa-mir-4746', 'hsa-mir-6751']"
Gene_1212,"['hsa-mir-532', 'hsa-mir-4745', 'hsa-mir-6752']"
Gene_1213,"['hsa-mir-539', 'hsa-mir-4744', 'hsa-mir-6753']"
Gene_1214,"['hsa-mir-541', 'hsa-mir-4743', 'hsa-mir-6754']"
Gene_1215,"['hsa-mir-542', 'hsa-mir-4742', 'hsa-mir-6755']"
Gene_1216,"['hsa-mir-543', 'hsa-mir-4741', 'hsa-mir-6756']"
Gene_1217,"['hsa-mir-544a', 'hsa-mir-4740', 'hsa-mir-6757']"
Gene_1218,"['hsa-mir-544b', 'hsa-mir-4739', 'hsa-mir-6758']"
Gene_1219,"['hsa-mir-545', 'hsa-mir-4738', 'hsa-mir-6759']"
Gene_1220,"['hsa-mir-548a-1', 'hsa-mir-4737', 'hsa-mir-676']"
Gene_1221,"['hsa-mir-548a-2', 'hsa-mir-4736', 'hsa-mir-6760']"
Gene_1222,"['hsa-mir-548a-3', 'hsa-mir-4735', 'hsa-mir-6761']"
Gene_1223,"['hsa-mir-548aa-1', 'hsa-mir-4734', 'hsa-mir-6762']"
Gene_1224,"['hsa-mir-548aa-2', 'hsa-mir-4733', 'hsa-mir-6763']"
Gene_1225,"['hsa-mir-548ab', 'hsa-mir-4732', 'hsa-mir-6764']"
Gene_1226,"['hsa-mir-548ac', 'hsa-mir-4731', 'hsa-mir-6765']"
Gene_1227,"['hsa-mir-548ad', 'hsa-mir-4730', 'hsa-mir-6766']"
Gene_1228,"['hsa-mir-548ae-1', 'hsa-mir-4729', 'hsa-mir-6767']"
Gene_1229,"['hsa-mir-548ae-2', 'hsa-mir-4728', 'hsa-mir-6768']"
Gene_1230,"['hsa-mir-548ag-1', 'hsa-mir-4727', 'hsa-mir-6769a']"
Gene_1231,"['hsa-mir-548ag-2', 'hsa-mir-4726', 'hsa-mir-6769b']"
Gene_1232,"['hsa-mir-548ah', 'hsa-mir-4725', 'hsa-mir-6770-1']"
Gene_1233,"['hsa-mir-548ai', 'hsa-mir-4724', 'hsa-mir-6770-2']"
Gene_1234,"['hsa-mir-548aj-1', 'hsa-mir-4723', 'hsa-mir-6770-3']"
Gene_1235,"['hsa-mir-548aj-2', 'hsa-mir-4722', 'hsa-mir-6771']"
Gene_1236,"['hsa-mir-548ak', 'hsa-mir-4721', 'hsa-mir-6772']"
Gene_1237,"['hsa-mir-548al', 'hsa-mir-4720', 'hsa-mir-6773']"
Gene_1238,"['hsa-mir-548am', 'hsa-mir-4719', 'hsa-mir-6774']"
Gene_1239,"['hsa-mir-548an', 'hsa-mir-4718', 'hsa-mir-6775']"
Gene_1240,"['hsa-mir-548ao', 'hsa-mir-4717', 'hsa-mir-6776']"
Gene_1241,"['hsa-mir-548ap', 'hsa-mir-4716', 'hsa-mir-6777']"
Gene_1242,"['hsa-mir-548aq', 'hsa-mir-4715', 'hsa-mir-6778']"
Gene_1243,"['hsa-mir-548ar', 'hsa-mir-4714', 'hsa-mir-6779']"
Gene_1244,"['hsa-mir-548as', 'hsa-mir-4713', 'hsa-mir-6780a']"
Gene_1245,"['hsa-mir-548at', 'hsa-mir-4712', 'hsa-mir-6780b']"
Gene_1246,"['hsa-mir-548au', 'hsa-mir-4711', 'hsa-mir-6781']"
Gene_1247,"['hsa-mir-548av', 'hsa-mir-4710', 'hsa-mir-6782']"
Gene_1248,"['hsa-mir-548aw', 'hsa-mir-4709', 'hsa-mir-6783']"
Gene_1249,"['hsa-mir-548ax', 'hsa-mir-4708', 'hsa-mir-6784']"
Gene_1250,"['hsa-mir-548ay', 'hsa-mir-4707', 'hsa-mir-6785']"
Gene_1251,"['hsa-mir-548az', 'hsa-mir-4706', 'hsa-mir-6786']"
Gene_1252,"['hsa-mir-548b', 'hsa-mir-4705', 'hsa-mir-6787']"
Gene_1253,"['hsa-mir-548ba', 'hsa-mir-4704', 'hsa-mir-6788']"
Gene_1254,"['hsa-mir-548bb', 'hsa-mir-4703', 'hsa-mir-6789']"
Gene_1255,"['hsa-mir-548c', 'hsa-mir-4701', 'hsa-mir-6790']"
Gene_1256,"['hsa-mir-548d-1', 'hsa-mir-4700', 'hsa-mir-6791']"
Gene_1257,"['hsa-mir-548d-2', 'hsa-mir-4699', 'hsa-mir-6792']"
Gene_1258,"['hsa-mir-548e', 'hsa-mir-4698', 'hsa-mir-6793']"
Gene_1259,"['hsa-mir-548f-1', 'hsa-mir-4697', 'hsa-mir-6794']"
Gene_1260,"['hsa-mir-548f-2', 'hsa-mir-4696', 'hsa-mir-6795']"
Gene_1261,"['hsa-mir-548f-3', 'hsa-mir-4695', 'hsa-mir-6796']"
Gene_1262,"['hsa-mir-548f-4', 'hsa-mir-4694', 'hsa-mir-6797']"
Gene_1263,"['hsa-mir-548f-5', 'hsa-mir-4693', 'hsa-mir-6798']"
Gene_1264,"['hsa-mir-548g', 'hsa-mir-4692', 'hsa-mir-6799']"
Gene_1265,"['hsa-mir-548h-1', 'hsa-mir-4691', 'hsa-mir-6800']"
Gene_1266,"['hsa-mir-548h-2', 'hsa-mir-4690', 'hsa-mir-6801']"
Gene_1267,"['hsa-mir-548h-3', 'hsa-mir-4689', 'hsa-mir-6802']"
Gene_1268,"['hsa-mir-548h-4', 'hsa-mir-4688', 'hsa-mir-6803']"
Gene_1269,"['hsa-mir-548h-5', 'hsa-mir-4687', 'hsa-mir-6804']"
Gene_1270,"['hsa-mir-548i-1', 'hsa-mir-4686', 'hsa-mir-6805']"
Gene_1271,"['hsa-mir-548i-2', 'hsa-mir-4685', 'hsa-mir-6806']"
Gene_1272,"['hsa-mir-548i-3', 'hsa-mir-4684', 'hsa-mir-6807']"
Gene_1273,"['hsa-mir-548i-4', 'hsa-mir-4683', 'hsa-mir-6808']"
Gene_1274,"['hsa-mir-548j', 'hsa-mir-4682', 'hsa-mir-6809']"
Gene_1275,"['hsa-mir-548k', 'hsa-mir-4681', 'hsa-mir-6810']"
Gene_1276,"['hsa-mir-548l', 'hsa-mir-4680', 'hsa-mir-6811']"
Gene_1277,"['hsa-mir-548m', 'hsa-mir-4679-2', 'hsa-mir-6812']"
Gene_1278,"['hsa-mir-548n', 'hsa-mir-4679-1', 'hsa-mir-6813']"
Gene_1279,"['hsa-mir-548o', 'hsa-mir-4678', 'hsa-mir-6814']"
Gene_1280,"['hsa-mir-548o-2', 'hsa-mir-4677', 'hsa-mir-6815']"
Gene_1281,"['hsa-mir-548p', 'hsa-mir-4676', 'hsa-mir-6816']"
Gene_1282,"['hsa-mir-548q', 'hsa-mir-4675', 'hsa-mir-6817']"
Gene_1283,"['hsa-mir-548s', 'hsa-mir-4674', 'hsa-mir-6818']"
Gene_1284,"['hsa-mir-548t', 'hsa-mir-4673', 'hsa-mir-6819']"
Gene_1285,"['hsa-mir-548u', 'hsa-mir-4672', 'hsa-mir-6820']"
Gene_1286,"['hsa-mir-548v', 'hsa-mir-4671', 'hsa-mir-6821']"
Gene_1287,"['hsa-mir-548w', 'hsa-mir-4670', 'hsa-mir-6822']"
Gene_1288,"['hsa-mir-548x', 'hsa-mir-4669', 'hsa-mir-6823']"
Gene_1289,"['hsa-mir-548x-2', 'hsa-mir-4668', 'hsa-mir-6824']"
Gene_1290,"['hsa-mir-548y', 'hsa-mir-4667', 'hsa-mir-6825']"
Gene_1291,"['hsa-mir-548z', 'hsa-mir-4666b', 'hsa-mir-6826']"
Gene_1292,"['hsa-mir-549a', 'hsa-mir-4666a', 'hsa-mir-6827']"
Gene_1293,"['hsa-mir-550a-1', 'hsa-mir-4665', 'hsa-mir-6828']"
Gene_1294,"['hsa-mir-550a-2', 'hsa-mir-4664', 'hsa-mir-6829']"
Gene_1295,"['hsa-mir-550a-3', 'hsa-mir-4663', 'hsa-mir-6830']"
Gene_1296,"['hsa-mir-550b-1', 'hsa-mir-4662b', 'hsa-mir-6831']"
Gene_1297,"['hsa-mir-550b-2', 'hsa-mir-4662a', 'hsa-mir-6832']"
Gene_1298,"['hsa-mir-551a', 'hsa-mir-4661', 'hsa-mir-6833']"
Gene_1299,"['hsa-mir-551b', 'hsa-mir-4660', 'hsa-mir-6834']"
Gene_1300,"['hsa-mir-552', 'hsa-mir-466', 'hsa-mir-6835']"
Gene_1301,"['hsa-mir-553', 'hsa-mir-4659b', 'hsa-mir-6836']"
Gene_1302,"['hsa-mir-554', 'hsa-mir-4659a', 'hsa-mir-6837']"
Gene_1303,"['hsa-mir-555', 'hsa-mir-4658', 'hsa-mir-6838']"
Gene_1304,"['hsa-mir-556', 'hsa-mir-4657', 'hsa-mir-6839']"
Gene_1305,"['hsa-mir-557', 'hsa-mir-4656', 'hsa-mir-6840']"
Gene_1306,"['hsa-mir-5571', 'hsa-mir-4655', 'hsa-mir-6841']"
Gene_1307,"['hsa-mir-5572', 'hsa-mir-4654', 'hsa-mir-6842']"
Gene_1308,"['hsa-mir-5579', 'hsa-mir-4653', 'hsa-mir-6843']"
Gene_1309,"['hsa-mir-558', 'hsa-mir-4652', 'hsa-mir-6844']"
Gene_1310,"['hsa-mir-5580', 'hsa-mir-4651', 'hsa-mir-6845']"
Gene_1311,"['hsa-mir-5581', 'hsa-mir-4650-2', 'hsa-mir-6846']"
Gene_1312,"['hsa-mir-5582', 'hsa-mir-4650-1', 'hsa-mir-6847']"
Gene_1313,"['hsa-mir-5583-1', 'hsa-mir-4649', 'hsa-mir-6848']"
Gene_1314,"['hsa-mir-5583-2', 'hsa-mir-4648', 'hsa-mir-6849']"
Gene_1315,"['hsa-mir-5584', 'hsa-mir-4647', 'hsa-mir-6850']"
Gene_1316,"['hsa-mir-5585', 'hsa-mir-4646', 'hsa-mir-6851']"
Gene_1317,"['hsa-mir-5586', 'hsa-mir-4645', 'hsa-mir-6852']"
Gene_1318,"['hsa-mir-5587', 'hsa-mir-4644', 'hsa-mir-6853']"
Gene_1319,"['hsa-mir-5588', 'hsa-mir-4643', 'hsa-mir-6854']"
Gene_1320,"['hsa-mir-5589', 'hsa-mir-4642', 'hsa-mir-6855']"
Gene_1321,"['hsa-mir-559', 'hsa-mir-4641', 'hsa-mir-6856']"
Gene_1322,"['hsa-mir-5590', 'hsa-mir-4640', 'hsa-mir-6857']"
Gene_1323,"['hsa-mir-5591', 'hsa-mir-4639', 'hsa-mir-6858']"
Gene_1324,"['hsa-mir-561', 'hsa-mir-4638', 'hsa-mir-6859-1']"
Gene_1325,"['hsa-mir-562', 'hsa-mir-4637', 'hsa-mir-6859-2']"
Gene_1326,"['hsa-mir-563', 'hsa-mir-4636', 'hsa-mir-6859-3']"
Gene_1327,"['hsa-mir-564', 'hsa-mir-4635', 'hsa-mir-6859-4']"
Gene_1328,"['hsa-mir-566', 'hsa-mir-4634', 'hsa-mir-6860']"
Gene_1329,"['hsa-mir-567', 'hsa-mir-4633', 'hsa-mir-6861']"
Gene_1330,"['hsa-mir-568', 'hsa-mir-4632', 'hsa-mir-6862-1']"
Gene_1331,"['hsa-mir-5680', 'hsa-mir-455', 'hsa-mir-6862-2']"
Gene_1332,"['hsa-mir-5681a', 'hsa-mir-4540', 'hsa-mir-6863']"
Gene_1333,"['hsa-mir-5681b', 'hsa-mir-454', 'hsa-mir-6864']"
Gene_1334,"['hsa-mir-5682', 'hsa-mir-4539', 'hsa-mir-6865']"
Gene_1335,"['hsa-mir-5683', 'hsa-mir-4538', 'hsa-mir-6866']"
Gene_1336,"['hsa-mir-5684', 'hsa-mir-4537', 'hsa-mir-6867']"
Gene_1337,"['hsa-mir-5685', 'hsa-mir-4536-2', 'hsa-mir-6868']"
Gene_1338,"['hsa-mir-5687', 'hsa-mir-4536-1', 'hsa-mir-6869']"
Gene_1339,"['hsa-mir-5688', 'hsa-mir-4535', 'hsa-mir-6870']"
Gene_1340,"['hsa-mir-5689', 'hsa-mir-4534', 'hsa-mir-6871']"
Gene_1341,"['hsa-mir-569', 'hsa-mir-4533', 'hsa-mir-6872']"
Gene_1342,"['hsa-mir-5690', 'hsa-mir-4532', 'hsa-mir-6873']"
Gene_1343,"['hsa-mir-5691', 'hsa-mir-4531', 'hsa-mir-6874']"
Gene_1344,"['hsa-mir-5692a-1', 'hsa-mir-4530', 'hsa-mir-6875']"
Gene_1345,"['hsa-mir-5692a-2', 'hsa-mir-4529', 'hsa-mir-6876']"
Gene_1346,"['hsa-mir-5692b', 'hsa-mir-4528', 'hsa-mir-6877']"
Gene_1347,"['hsa-mir-5692c-1', 'hsa-mir-4527', 'hsa-mir-6878']"
Gene_1348,"['hsa-mir-5692c-2', 'hsa-mir-4526', 'hsa-mir-6879']"
Gene_1349,"['hsa-mir-5693', 'hsa-mir-4525', 'hsa-mir-6880']"
Gene_1350,"['hsa-mir-5694', 'hsa-mir-4524b', 'hsa-mir-6881']"
Gene_1351,"['hsa-mir-5695', 'hsa-mir-4524a', 'hsa-mir-6882']"
Gene_1352,"['hsa-mir-5696', 'hsa-mir-4523', 'hsa-mir-6883']"
Gene_1353,"['hsa-mir-5697', 'hsa-mir-4522', 'hsa-mir-6884']"
Gene_1354,"['hsa-mir-5698', 'hsa-mir-4521', 'hsa-mir-6885']"
Gene_1355,"['hsa-mir-5699', 'hsa-mir-4520-2', 'hsa-mir-6886']"
Gene_1356,"['hsa-mir-570', 'hsa-mir-4520-1', 'hsa-mir-6887']"
Gene_1357,"['hsa-mir-5700', 'hsa-mir-452', 'hsa-mir-6888']"
Gene_1358,"['hsa-mir-5701-1', 'hsa-mir-451b', 'hsa-mir-6889']"
Gene_1359,"['hsa-mir-5701-2', 'hsa-mir-451a', 'hsa-mir-6890']"
Gene_1360,"['hsa-mir-5701-3', 'hsa-mir-4519', 'hsa-mir-6891']"
Gene_1361,"['hsa-mir-5702', 'hsa-mir-4518', 'hsa-mir-6892']"
Gene_1362,"['hsa-mir-5703', 'hsa-mir-4517', 'hsa-mir-6893']"
Gene_1363,"['hsa-mir-5704', 'hsa-mir-4516', 'hsa-mir-6894']"
Gene_1364,"['hsa-mir-5705', 'hsa-mir-4515', 'hsa-mir-6895']"
Gene_1365,"['hsa-mir-5706', 'hsa-mir-4514', 'hsa-mir-7-1']"
Gene_1366,"['hsa-mir-5707', 'hsa-mir-4513', 'hsa-mir-7-2']"
Gene_1367,"['hsa-mir-5708', 'hsa-mir-4512', 'hsa-mir-7-3']"
Gene_1368,"['hsa-mir-571', 'hsa-mir-4511', 'hsa-mir-708']"
Gene_1369,"['hsa-mir-572', 'hsa-mir-4510', 'hsa-mir-7106']"
Gene_1370,"['hsa-mir-573', 'hsa-mir-450b', 'hsa-mir-7107']"
Gene_1371,"['hsa-mir-5739', 'hsa-mir-450a-2', 'hsa-mir-7108']"
Gene_1372,"['hsa-mir-574', 'hsa-mir-450a-1', 'hsa-mir-7109']"
Gene_1373,"['hsa-mir-575', 'hsa-mir-4509-3', 'hsa-mir-711']"
Gene_1374,"['hsa-mir-576', 'hsa-mir-4509-2', 'hsa-mir-7110']"
Gene_1375,"['hsa-mir-577', 'hsa-mir-4509-1', 'hsa-mir-7111']"
Gene_1376,"['hsa-mir-578', 'hsa-mir-4508', 'hsa-mir-7112']"
